8.177099999999998658e+01,6.388359374999998952e-01,5.529045585837667254e+00,8.654875628122702835e+00,2.488899999999999935e+01,-6.924300000000000566e+00,-2.653500000000000192e+00,-4.390000000000000013e-01,4.163499999999999091e+00,9.547699999999998965e+00,6.816999999999999282e+00,9.283691207004439727e-01,4.127038462813831798e-01,-2.912966430217536651e+00,3.965242424999999457e+03,2.347372771602309456e+02,1.334099999999999930e+01,4.519600000000001216e+01,3.530937500000000395e-01,7.878012899279293713e+00,2.231139151933245302e+01,3.315200000000000102e+01,-9.086600000000000676e+00,-5.868000000000000327e+00,-1.347499999999999920e+00,6.965250000000000163e+00,1.147919999999999874e+01,1.283324999999999960e+01,9.621544053383112027e-01,4.045028148476726426e-01,-2.965258025883021453e+00,7.960033592000003409e+03,4.017949529571530434e+02,1.919900000000000162e+01,8.177099999999998658e+01,6.388359374999998952e-01,5.529045585837667254e+00,8.654875628122702835e+00,2.488899999999999935e+01,-6.924300000000000566e+00,-2.653500000000000192e+00,-4.390000000000000013e-01,4.163499999999999091e+00,9.547699999999998965e+00,6.816999999999999282e+00,9.283691207004439727e-01,4.127038462813831798e-01,-2.912966430217536651e+00,3.965242424999999457e+03,2.347372771602309456e+02,1.334099999999999930e+01,0.000000000000000000e+00
8.652899999999998215e+01,6.760078124999999716e-01,5.810333037593582439e+00,8.595067882582469565e+00,2.537100000000000222e+01,-6.729899999999999771e+00,-1.707750000000000101e+00,-2.044999999999999873e-01,3.745000000000000107e+00,9.450399999999998357e+00,5.452749999999999986e+00,9.528985421992755001e-01,3.255093249763070518e-02,-2.913942956359716341e+00,4.379770441000000574e+03,2.234297676758253317e+02,1.365399999999999991e+01,-4.898000000000004661e+01,-3.826562500000000311e-01,7.341603611266474871e+00,-1.918589755496342875e+01,2.831199999999999761e+01,-9.359499999999998820e+00,-6.835250000000000270e+00,-1.278000000000000025e+00,5.834999999999999964e+00,1.010179999999999723e+01,1.267024999999999935e+01,9.444858075860044222e-01,4.018220960952601506e-01,-2.961060412944926057e+00,6.917832882000001518e+03,3.881177389440838965e+02,1.721199999999999974e+01,8.652899999999998215e+01,6.760078124999999716e-01,5.810333037593582439e+00,8.595067882582469565e+00,2.537100000000000222e+01,-6.729899999999999771e+00,-1.707750000000000101e+00,-2.044999999999999873e-01,3.745000000000000107e+00,9.450399999999998357e+00,5.452749999999999986e+00,9.528985421992755001e-01,3.255093249763070518e-02,-2.913942956359716341e+00,4.379770441000000574e+03,2.234297676758253317e+02,1.365399999999999991e+01,0.000000000000000000e+00
-4.245000000000002416e+01,-3.316406250000000222e-01,6.937500775601730396e+00,-2.091873025387565121e+01,2.897200000000000131e+01,-8.754899999999999238e+00,-5.454499999999999460e+00,-1.165000000000000036e+00,3.328000000000000291e+00,1.022819999999999752e+01,8.782499999999998863e+00,9.575762030292064297e-01,4.377682430629367683e-01,-2.946731879214947725e+00,6.174579522000001816e+03,3.363356941622161571e+02,1.661599999999999966e+01,-1.496850000000000307e+02,-1.169414062500000018e+00,7.742523491980166206e+00,-6.620857179900866640e+00,3.307999999999999829e+01,-1.079320000000000057e+01,-6.969500000000000028e+00,-1.996999999999999886e+00,5.188749999999999751e+00,9.406199999999998340e+00,1.215824999999999889e+01,9.651222024779998465e-01,3.948722929378631341e-01,-2.960925191558168912e+00,7.848217506999998477e+03,4.132903188262318963e+02,1.878399999999999892e+01,-4.245000000000002416e+01,-3.316406250000000222e-01,6.937500775601730396e+00,-2.091873025387565121e+01,2.897200000000000131e+01,-8.754899999999999238e+00,-5.454499999999999460e+00,-1.165000000000000036e+00,3.328000000000000291e+00,1.022819999999999752e+01,8.782499999999998863e+00,9.575762030292064297e-01,4.377682430629367683e-01,-2.946731879214947725e+00,6.174579522000001816e+03,3.363356941622161571e+02,1.661599999999999966e+01,0.000000000000000000e+00
-2.469200000000001793e+01,-1.929062499999999736e-01,7.262817375205433024e+00,-3.764946638693891146e+01,2.897200000000000131e+01,-9.336399999999999366e+00,-5.349499999999999922e+00,-1.806000000000000050e+00,6.011499999999999844e+00,1.046549999999999869e+01,1.136100000000000065e+01,9.540854875242175126e-01,3.273358325686297476e-01,-2.957873228288252498e+00,6.756573318000002473e+03,3.794863744238261347e+02,1.661599999999999966e+01,1.099499999999999602e+02,8.589843750000001332e-01,8.104365123947454563e+00,9.434822518101627864e+00,3.427499999999999858e+01,-9.834799999999999542e+00,-5.273249999999999993e+00,-2.434999999999999942e-01,6.663249999999999673e+00,1.114919999999999867e+01,1.193649999999999878e+01,9.460059915737413228e-01,1.977340998290234575e-01,-2.964656529493689963e+00,8.501579292000000351e+03,4.003732869026123922e+02,1.997899999999999920e+01,-2.469200000000001793e+01,-1.929062499999999736e-01,7.262817375205433024e+00,-3.764946638693891146e+01,2.897200000000000131e+01,-9.336399999999999366e+00,-5.349499999999999922e+00,-1.806000000000000050e+00,6.011499999999999844e+00,1.046549999999999869e+01,1.136100000000000065e+01,9.540854875242175126e-01,3.273358325686297476e-01,-2.957873228288252498e+00,6.756573318000002473e+03,3.794863744238261347e+02,1.661599999999999966e+01,0.000000000000000000e+00
-9.196899999999999409e+01,-7.185078124999999538e-01,6.161832645148192178e+00,-8.575874246528380596e+00,2.439099999999999824e+01,-9.355599999999999028e+00,-4.915000000000000036e+00,-1.301000000000000156e+00,3.040999999999999925e+00,8.384000000000000341e+00,7.955999999999999517e+00,9.581167445195837296e-01,1.763432503164569787e-01,-2.938032876675951144e+00,4.926007683000000725e+03,3.106656349910050494e+02,1.212100000000000044e+01,1.312309999999999661e+02,1.025242187499999957e+00,7.909787307256290312e+00,7.715042751551121292e+00,3.330499999999999972e+01,-7.738699999999999690e+00,-5.139000000000000234e+00,-2.434999999999999942e-01,7.412250000000000227e+00,1.152359999999999829e+01,1.255124999999999957e+01,9.680514047989146054e-01,3.087606421332689810e-01,-2.964632034046884801e+00,8.142829668999996102e+03,3.983953049783596612e+02,1.997899999999999920e+01,-9.196899999999999409e+01,-7.185078124999999538e-01,6.161832645148192178e+00,-8.575874246528380596e+00,2.439099999999999824e+01,-9.355599999999999028e+00,-4.915000000000000036e+00,-1.301000000000000156e+00,3.040999999999999925e+00,8.384000000000000341e+00,7.955999999999999517e+00,9.581167445195837296e-01,1.763432503164569787e-01,-2.938032876675951144e+00,4.926007683000000725e+03,3.106656349910050494e+02,1.212100000000000044e+01,0.000000000000000000e+00
-6.664799999999998192e+01,-5.206874999999999698e-01,6.025994624528282273e+00,-1.157315016113942185e+01,2.383299999999999841e+01,-9.518800000000000594e+00,-5.415000000000000924e+00,-5.255000000000000782e-01,3.929499999999999549e+00,7.198999999999998067e+00,9.344500000000000028e+00,9.652629638476598606e-01,5.156130101087547102e-02,-2.939787273617923802e+00,4.682717016000000513e+03,2.956073283061236907e+02,1.339199999999999946e+01,-4.402599999999996783e+01,-3.439531249999999707e-01,8.822420589628604759e+00,-2.565006667588383138e+01,3.598400000000000176e+01,-1.098869999999999969e+01,-6.742500000000000604e+00,-3.030999999999999694e+00,6.720750000000000668e+00,1.212110000000000021e+01,1.346325000000000216e+01,9.676538888285647344e-01,5.591010248343725175e-01,-2.969318536797110664e+00,9.978036327999994683e+03,4.514959694356485329e+02,2.265800000000000125e+01,-6.664799999999998192e+01,-5.206874999999999698e-01,6.025994624528282273e+00,-1.157315016113942185e+01,2.383299999999999841e+01,-9.518800000000000594e+00,-5.415000000000000924e+00,-5.255000000000000782e-01,3.929499999999999549e+00,7.198999999999998067e+00,9.344500000000000028e+00,9.652629638476598606e-01,5.156130101087547102e-02,-2.939787273617923802e+00,4.682717016000000513e+03,2.956073283061236907e+02,1.339199999999999946e+01,0.000000000000000000e+00
1.592280000000000086e+02,1.243968750000000068e+00,6.325406619757613313e+00,5.084859744071233756e+00,2.773600000000000065e+01,-8.391000000000000014e+00,-2.852750000000000341e+00,8.559999999999999831e-01,6.065249999999999808e+00,8.764699999999999491e+00,8.917999999999999261e+00,9.473445003989166002e-01,2.718270333494341578e-02,-2.936921968163362706e+00,5.319453075999996145e+03,2.963995336237197762e+02,1.711100000000000065e+01,4.296200000000003172e+01,3.356406250000000258e-01,8.815979911975162508e+00,2.626612887511802796e+01,3.598000000000000398e+01,-1.092709999999999937e+01,-6.002250000000000085e+00,-1.389999999999999902e+00,6.971750000000000114e+00,1.224829999999999863e+01,1.297400000000000020e+01,9.660068352956048265e-01,4.360529586239718092e-01,-2.969910833676245421e+00,9.962772024000003512e+03,4.299973628717329461e+02,2.265800000000000125e+01,1.592280000000000086e+02,1.243968750000000068e+00,6.325406619757613313e+00,5.084859744071233756e+00,2.773600000000000065e+01,-8.391000000000000014e+00,-2.852750000000000341e+00,8.559999999999999831e-01,6.065249999999999808e+00,8.764699999999999491e+00,8.917999999999999261e+00,9.473445003989166002e-01,2.718270333494341578e-02,-2.936921968163362706e+00,5.319453075999996145e+03,2.963995336237197762e+02,1.711100000000000065e+01,0.000000000000000000e+00
8.719700000000001694e+01,6.812265625000000213e-01,6.192579711859342417e+00,9.090338006101079671e+00,2.917600000000000193e+01,-5.646300000000000097e+00,-3.397499999999999964e+00,-4.659999999999999698e-01,4.927249999999999908e+00,8.383500000000001506e+00,8.324749999999999872e+00,9.580517622891878693e-01,4.680765261703084823e-01,-2.921189925753637784e+00,4.967950478999997358e+03,2.761273795613311677e+02,1.711100000000000065e+01,-6.679699999999996862e+01,-5.218515624999999769e-01,7.530474773472374928e+00,-1.443030032792586503e+01,3.128500000000000014e+01,-9.926199999999997914e+00,-7.264249999999999652e+00,-1.128499999999999837e+00,5.557499999999999218e+00,9.299699999999999633e+00,1.282174999999999798e+01,9.515903441518965833e-01,4.230100863048180670e-01,-2.958907288651076772e+00,7.293488558999996712e+03,3.822981362567094266e+02,1.940700000000000003e+01,8.719700000000001694e+01,6.812265625000000213e-01,6.192579711859342417e+00,9.090338006101079671e+00,2.917600000000000193e+01,-5.646300000000000097e+00,-3.397499999999999964e+00,-4.659999999999999698e-01,4.927249999999999908e+00,8.383500000000001506e+00,8.324749999999999872e+00,9.580517622891878693e-01,4.680765261703084823e-01,-2.921189925753637784e+00,4.967950478999997358e+03,2.761273795613311677e+02,1.711100000000000065e+01,0.000000000000000000e+00
-6.434100000000010766e+01,-5.026640624999999529e-01,6.294717113229434169e+00,-1.252271165343043613e+01,2.745499999999999829e+01,-9.124800000000000466e+00,-4.447499999999999787e+00,-6.250000000000000000e-01,3.651499999999999524e+00,8.146499999999999631e+00,8.099000000000000199e+00,9.598500275022670003e-01,2.988002044497757859e-01,-2.934742828466112119e+00,5.104145241000001079e+03,3.137848686142434644e+02,1.539000000000000057e+01,-1.368649999999999807e+02,-1.069257812500000071e+00,7.502428678899267567e+00,-7.016482452775408163e+00,2.995900000000000318e+01,-9.845200000000000173e+00,-7.582500000000000462e+00,-2.395500000000000185e+00,5.363999999999999879e+00,9.081599999999998118e+00,1.294650000000000034e+01,9.703334614609647746e-01,5.219519213737819907e-01,-2.960238405243503124e+00,7.351007789000001139e+03,4.137682306147766553e+02,1.887300000000000111e+01,-6.434100000000010766e+01,-5.026640624999999529e-01,6.294717113229434169e+00,-1.252271165343043613e+01,2.745499999999999829e+01,-9.124800000000000466e+00,-4.447499999999999787e+00,-6.250000000000000000e-01,3.651499999999999524e+00,8.146499999999999631e+00,8.099000000000000199e+00,9.598500275022670003e-01,2.988002044497757859e-01,-2.934742828466112119e+00,5.104145241000001079e+03,3.137848686142434644e+02,1.539000000000000057e+01,0.000000000000000000e+00
4.361300000000000665e+01,3.407265625000001075e-01,6.908795905984228547e+00,2.027665778474264613e+01,2.610000000000000142e+01,-9.021399999999999864e+00,-4.391999999999999460e+00,-6.290000000000000036e-01,6.274250000000000327e+00,9.467700000000000671e+00,1.066624999999999979e+01,9.711609339062781121e-01,6.557845176226834161e-02,-2.960574824506562397e+00,6.124487098999999034e+03,3.871796235754850386e+02,1.479899999999999949e+01,1.415429999999999495e+02,1.105804687499999828e+00,7.503863946388921846e+00,6.785885456276765204e+00,2.995900000000000318e+01,-8.973499999999999588e+00,-5.446999999999999176e+00,6.694999999999999840e-01,6.781499999999999417e+00,1.035059999999999825e+01,1.222849999999999859e+01,9.499284511584171753e-01,2.261429445443731701e-01,-2.961524893198208996e+00,7.363939600999995491e+03,3.919364796165828011e+02,1.887300000000000111e+01,4.361300000000000665e+01,3.407265625000001075e-01,6.908795905984228547e+00,2.027665778474264613e+01,2.610000000000000142e+01,-9.021399999999999864e+00,-4.391999999999999460e+00,-6.290000000000000036e-01,6.274250000000000327e+00,9.467700000000000671e+00,1.066624999999999979e+01,9.711609339062781121e-01,6.557845176226834161e-02,-2.960574824506562397e+00,6.124487098999999034e+03,3.871796235754850386e+02,1.479899999999999949e+01,0.000000000000000000e+00
