# Accelerometer Data File
# Started @Wed Jul 20 19:57:46 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
2.422 2.604 3.189 10
3.12 -0.482 1.138 10
3.256 -2.46 0.679 10
3.611 -3.774 0.542 10
3.724 -6.223 1.057 10
3.369 -8.954 2.253 10
2.592 -9.239 3.38 10
0.764 -6.247 2.318 10
-1.07 -2.864 0.733 10
-1.868 -0.121 0.513 10
-1.698 2.295 0.858 10
-0.933 4.194 1.514 10
-0.219 4.439 1.681 10
0.569 3.555 1.918 10
1.098 1.993 2.89 10
1.419 -0.067 4.764 10
1.174 -1.603 4.934 10
0.953 -2.546 4.243 10
0.616 -2.774 3.448 10
0.356 -2.824 2.103 10
0.484 -2.119 0.574 11
0.574 -0.477 -0.784 9
0.361 1.639 -1.921 10
-0.07 3.276 -2.591 10
-0.537 4.215 -2.495 10
-0.596 4.802 -1.875 10
-0.605 5.244 -0.903 10
-0.682 5.013 -0.054 10
-0.502 4.227 0.614 10
-0.219 2.779 0.664 10
0.336 1.527 0.434 10
0.742 0.788 0.365 10
0.944 0.407 0.673 10
0.927 0.375 1.269 10
1.11 0.251 2.185 10
1.413 -0.109 2.786 10
1.34 -1.012 2.61 10
0.973 -2.307 2.349 10
0.514 -3.412 2.278 10
0.049 -3.7 1.705 10
-0.291 -3.201 0.38 10
-0.314 -2.682 -1.252 10
0.07 -2.767 -2.031 10
0.391 -2.939 -1.337 10
0.481 -2.99 0.718 10
0.2 -2.915 2.542 10
-0.043 -2.701 2.788 10
-0.341 -2.922 2.25 10
-0.237 -2.992 1.362 10
-0.369 -3.115 0.622 10
-0.332 -3.019 0.017 10
-0.221 -3.062 -0.122 10
0.214 -2.781 0.432 10
0.158 -2.779 1.13 10
-0.322 -2.173 1.121 9
-0.885 -2.008 0.578 10
-1.227 -1.583 -0.643 10
-0.975 -1.106 -2.052 10
-0.671 -0.624 -3.157 10
-0.319 -0.191 -3.065 11
-0.158 -0.362 -1.673 10
-0.211 -0.929 0.045 10
-0.19 -1.284 1.161 10
0.466 -0.613 1.329 10
1.479 0.318 1.084 10
1.788 1.407 0.76 10
1.454 2.188 0.365 10
0.809 2.142 0.044 10
0.056 1.247 -0.002 10
-0.285 0.812 -0.192 10
0.035 0.489 -1.0 10
0.687 0.32 -2.089 10
1.058 0.184 -3.346 10
1.323 -0.126 -3.537 10
1.863 -0.907 -1.675 10
2.099 -1.523 2.043 10
1.561 -1.301 5.967 10
0.853 0.879 6.379 10
0.415 2.791 4.957 10
0.261 3.365 3.366 10
0.735 2.753 2.228 10
0.592 0.538 0.635 10
0.197 -1.402 0.364 10
-0.968 -2.607 0.526 10
-3.302 -3.182 -0.12 10
