# Accelerometer Data File
# Started @Wed Jul 20 19:56:45 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
0.594 -1.071 -1.057 10
1.103 -0.498 -0.537 10
1.32 0.292 0.188 10
1.145 1.607 0.574 10
0.488 2.222 1.465 10
-0.715 1.914 -0.448 10
-1.755 1.472 -1.204 10
-2.623 4.247 0.932 10
-2.11 6.192 2.252 10
-1.529 4.177 1.01 10
-1.384 3.328 -0.004 10
-2.03 2.082 -0.719 10
0.111 3.968 -2.465 10
1.953 1.787 0.573 10
1.965 1.643 -0.156 10
-1.799 -0.003 0.445 10
-5.136 -3.373 0.374 10
-2.519 -1.51 -0.412 10
-0.354 -0.126 0.171 10
0.181 -0.76 1.111 10
0.266 -1.184 0.112 10
0.489 -1.677 0.015 10
0.337 -1.536 -0.081 9
-0.713 -0.417 -0.323 11
-0.736 4.959 -1.773 10
2.12 9.247 0.446 10
0.357 2.78 -0.632 9
-0.497 0.08 -0.215 11
-0.792 2.796 1.09 10
-2.523 1.646 1.153 10
-0.495 -3.284 -3.073 10
0.924 -4.559 -2.765 10
0.427 -5.534 -1.067 10
-0.201 -5.265 -1.615 10
0.24 -5.152 -4.022 10
1.242 -4.059 -2.577 10
0.316 2.732 -1.664 10
-0.068 0.063 -0.601 10
4.928 -7.777 -7.962 10
1.427 -6.31 -3.408 10
2.431 -5.748 -2.955 10
1.955 -6.147 -2.194 10
1.044 -2.628 -1.061 10
0.207 0.306 4.035 10
0.204 -2.723 0.597 10
0.166 -2.994 -5.098 10
-0.289 0.528 -8.26 10
-1.364 2.139 -3.185 10
-1.546 -2.72 1.313 10
-1.572 -2.077 3.267 10
-4.027 -0.111 1.415 10
-5.977 2.588 -0.217 10
-6.913 4.174 1.485 10
-7.196 4.92 1.621 10
-5.614 1.592 0.605 9
-1.907 0.002 0.415 11
-2.052 0.381 0.227 10
-2.063 1.929 0.575 10
-1.813 2.434 0.397 10
-1.434 2.492 0.53 10
-1.204 2.829 -0.867 10
-0.394 1.771 -1.892 9
0.317 0.835 -1.143 11
0.888 0.924 0.936 9
1.394 1.633 5.367 10
0.927 1.573 5.761 11
-0.363 4.372 -0.546 10
-0.007 5.771 -3.809 9
0.216 3.539 -2.627 11
0.514 0.315 -0.183 10
0.574 -2.034 0.506 10
0.224 -3.288 0.025 10
-0.479 -3.95 -0.21 10
-1.81 -3.995 -0.783 10
-1.344 -2.5 -0.42 10
-0.951 -0.707 -0.068 10
-0.83 0.302 0.257 10
-0.566 0.728 0.541 10
-0.389 1.061 0.711 10
-0.246 0.73 0.855 10
-0.041 0.106 0.52 10
0.118 -0.387 0.166 10
0.123 -0.796 0.037 10
0.136 -0.604 -0.293 10
-0.074 -0.966 -0.565 10
-0.507 -2.3 -0.422 10
-0.921 -2.51 0.369 10
-0.846 -2.112 1.314 10
-0.348 -2.116 2.174 10
0.091 -3.025 3.551 10
0.047 -3.654 2.868 10
-0.232 -4.081 1.418 10
-0.002 -3.983 1.328 10
0.488 -0.904 1.436 10
0.638 1.202 -0.215 10
0.462 1.444 -1.779 10
0.985 -0.915 0.018 10
2.101 -4.167 1.154 10
2.994 -5.397 -1.943 10
3.927 -4.288 -2.86 10
4.353 -3.247 -0.497 11
4.659 -0.009 2.801 9
4.15 2.74 3.168 10
2.511 3.371 -0.398 10
1.209 3.62 -2.616 10
0.717 2.284 -0.786 10
0.585 1.487 2.024 10
-0.007 0.648 3.451 10
-0.506 0.747 3.218 10
-1.102 0.759 2.12 10
-1.638 0.717 0.598 10
-1.983 1.482 -0.84 10
-2.121 2.006 -1.532 10
-2.219 1.865 -1.766 10
-2.152 1.662 -1.486 10
-1.885 1.349 -0.51 10
-1.567 1.403 0.333 10
-1.428 1.142 0.55 10
-1.138 0.994 0.434 10
-0.878 1.084 0.167 10
-0.549 1.268 -0.228 10
-0.502 1.952 -1.05 10
-0.426 2.334 -1.41 10
-0.116 2.325 -1.088 10
0.084 2.092 -0.221 10
0.093 1.719 0.49 10
-0.028 1.625 0.992 10
-0.137 1.617 1.341 10
-0.287 2.007 1.121 10
-0.431 1.591 0.836 10
-0.241 1.122 0.149 10
0.136 0.484 -1.39 10
0.812 0.047 -2.217 10
1.506 -0.387 -1.297 10
1.898 -0.84 0.47 10
1.519 -0.678 1.707 10
1.1 -0.705 2.303 10
0.369 -0.954 1.78 10
-0.382 -1.306 0.102 10
-0.896 -1.969 -1.502 10
-1.185 -2.668 -2.627 10
-1.523 -4.763 -3.442 10
-1.518 -6.364 -2.796 10
-0.969 -6.124 -1.922 10
-0.786 -3.917 -2.16 10
-0.837 -0.845 -2.522 10
-0.572 0.532 -2.778 10
-0.592 -0.132 -2.948 10
-0.912 -1.317 -2.774 10
-1.467 -2.349 -3.212 10
-2.071 -3.295 -4.21 10
-3.07 -4.241 -4.349 10
-2.651 -4.549 -3.078 10
-1.808 -3.077 -1.649 10
-0.714 -0.899 -0.795 10
0.52 1.827 -0.388 10
1.132 3.23 -1.245 10
1.458 3.855 -1.319 10
1.424 4.159 -0.273 10
1.135 4.39 1.227 10
0.755 4.502 2.095 10
0.171 4.552 2.722 10
-0.518 4.579 3.036 10
-1.061 4.492 3.103 10
-1.222 4.422 3.128 10
-1.151 4.29 2.979 10
-0.959 4.111 2.483 9
-0.725 3.872 1.787 10
-0.514 3.554 1.418 11
-0.385 3.129 1.164 10
-0.304 2.799 0.755 10
-0.273 2.347 0.507 10
-0.073 1.845 0.534 10
0.304 1.126 0.566 10
0.833 0.281 0.553 10
1.155 -0.677 0.437 10
1.272 -1.471 0.333 10
0.99 -1.333 -0.147 10
0.468 -1.501 -0.443 10
0.275 -1.791 -0.278 10
0.135 -2.344 -0.31 10
0.01 -2.92 -0.305 10
0.043 -3.455 0.112 10
-0.382 -3.946 -0.148 10
-1.008 -4.206 -0.581 10
-1.614 -4.113 -0.721 10
-1.366 -2.254 -0.572 10
-0.54 0.1 -0.851 10
0.013 0.46 -1.24 10
0.365 0.475 -0.891 10
0.346 0.306 -0.587 10
0.199 -0.396 -0.942 10
-0.165 -1.985 -1.175 10
-0.321 -3.157 -0.066 10
-0.168 -4.125 1.448 10
0.003 -4.885 2.846 10
0.072 -5.345 3.785 10
-0.331 -3.741 4.182 10
-0.849 0.097 4.557 10
-1.471 1.699 4.73 10
-1.729 1.874 2.37 10
-1.056 1.005 -1.788 10
0.246 -1.103 -2.394 10
1.549 -5.647 0.508 10
3.213 -7.426 1.543 10
3.581 -7.175 0.536 10
3.74 -5.501 -2.111 10
3.512 1.315 -2.279 10
1.644 3.821 -1.638 10
-0.053 4.921 -0.595 10
-0.332 5.144 1.446 10
0.01 3.845 3.534 10
0.681 1.754 4.603 10
0.82 0.355 3.599 10
0.824 -0.231 2.084 10
0.733 -0.424 0.755 10
0.47 0.411 -1.095 10
0.216 1.257 -1.907 10
0.039 1.649 -0.915 10
-0.205 1.863 0.822 10
-0.779 2.418 1.8 10
-1.451 2.435 1.551 10
-2.099 2.355 0.784 10
-2.656 2.3 0.11 10
-2.925 1.855 -1.305 10
-3.373 1.333 -3.837 10
-3.002 1.7 -4.359 10
-1.667 1.978 -1.802 10
-0.449 1.702 0.187 10
0.905 1.713 1.883 10
1.444 1.74 2.023 10
1.532 1.678 -0.109 10
1.775 1.545 -1.977 10
1.977 1.235 -1.995 10
1.96 0.827 -0.072 10
1.652 0.994 2.253 10
1.28 0.817 3.467 10
1.023 0.46 3.327 10
0.826 0.37 1.314 10
0.924 -0.088 -2.325 10
1.064 -0.803 -4.299 10
0.699 -1.223 -3.153 10
0.078 -0.773 -0.244 10
-0.489 0.002 1.883 10
-0.725 -0.213 1.479 10
-0.161 -1.941 -0.262 10
0.156 -3.936 -2.253 10
-0.161 -4.879 -2.872 10
-0.36 -4.899 -3.068 10
-0.307 -4.496 -3.287 10
0.275 -3.468 -2.889 10
0.549 -1.742 -2.919 10
-0.1 -0.422 -3.411 10
-1.081 -0.087 -4.061 10
-2.102 -0.655 -4.707 10
-2.952 -2.141 -5.279 10
-2.708 -3.168 -4.13 10
-1.8 -3.481 -2.761 10
-0.99 -2.262 -2.45 10
-0.09 -0.855 -1.55 10
0.582 1.29 -0.395 10
1.101 3.531 0.462 10
1.362 5.16 1.123 10
1.441 5.885 1.536 10
1.409 5.943 1.926 10
1.173 5.685 1.871 10
0.909 5.306 2.02 10
0.56 4.836 2.542 10
0.262 4.085 3.175 10
-0.03 3.513 3.392 10
-0.372 2.92 3.234 10
-0.593 2.473 2.626 10
-0.723 2.484 1.527 10
-0.884 2.434 0.633 10
-1.209 2.139 -0.153 10
-1.562 1.192 -0.595 10
-1.647 0.116 -0.483 10
-1.551 -0.955 -0.202 10
-1.198 -1.445 -0.001 10
-0.664 -1.939 0.24 10
-0.141 -2.357 0.44 10
0.406 -2.69 0.447 10
1.073 -2.791 0.342 10
1.491 -2.443 0.127 10
1.445 -2.164 -0.135 10
1.258 -1.896 -0.164 10
0.951 -1.413 0.196 10
0.778 -0.462 0.952 10
0.7 0.669 1.21 10
0.596 1.533 0.624 10
0.286 1.794 0.096 10
-0.354 1.416 0.078 10
-1.24 -0.319 -0.377 10
-1.254 -1.778 1.133 10
-1.258 -3.161 2.847 10
-0.641 -5.103 3.941 10
0.293 -6.954 3.056 10
0.522 -7.689 1.863 10
0.228 -4.8 1.685 10
-1.285 -3.329 0.206 10
-2.837 -4.254 -1.649 10
-3.165 -3.949 -2.579 10
-1.599 -2.822 -1.537 10
0.474 -3.419 -0.538 10
2.797 -6.145 -2.338 10
3.905 -6.212 -0.13 10
4.014 -1.669 2.588 10
3.587 2.453 0.847 10
2.866 4.596 -0.823 10
1.433 5.687 -0.895 10
0.005 5.394 -0.332 10
-0.701 4.131 1.528 10
-0.614 2.02 2.9 10
0.222 0.473 3.041 10
0.433 0.098 2.591 10
0.191 0.666 2.418 10
-0.129 1.616 1.392 10
-0.633 2.204 -0.126 10
-1.319 2.105 -1.397 10
-2.058 1.653 -2.947 10
-2.533 1.255 -3.85 10
-2.711 1.422 -3.017 10
-2.827 1.935 -1.422 10
-2.691 2.905 0.598 10
-1.991 3.588 1.9 10
-0.878 3.695 2.029 10
0.183 3.446 1.765 10
1.043 3.239 1.055 10
1.844 3.027 -0.429 10
2.987 1.561 -1.369 10
3.688 -0.24 -1.439 10
3.724 -1.026 -0.019 10
3.05 -0.45 1.895 10
1.883 0.689 2.378 10
0.669 1.637 2.442 10
-0.009 1.827 1.853 10
-0.594 1.187 0.987 10
-1.034 0.362 -2.05 10
-0.621 -1.596 -4.957 10
-0.446 -3.979 -5.013 10
-0.902 -4.882 -2.486 10
-1.182 -4.428 -1.246 10
-0.495 -3.641 -2.337 10
0.226 -2.915 -3.766 10
1.186 -1.649 -3.864 10
1.731 -0.321 -4.02 10
0.816 0.055 -4.187 10
-1.522 -0.639 -4.82 10
-4.059 -2.6 -6.062 10
-4.67 -4.555 -5.102 10
-3.721 -5.987 -4.023 10
-1.944 -6.268 -2.767 10
-0.31 -4.046 -1.835 10
0.22 -1.418 -1.402 10
0.465 1.119 -0.193 10
1.031 3.515 0.274 10
1.376 5.422 0.496 10
1.083 6.517 1.438 10
0.526 6.805 2.57 10
0.155 6.538 3.114 10
-0.049 5.936 3.182 10
-0.217 5.118 3.2 10
-0.385 4.218 3.293 10
-0.458 3.271 3.369 10
-0.507 2.375 3.265 10
-0.491 1.801 3.249 10
-0.304 1.716 2.648 10
-0.084 2.01 1.487 10
0.01 2.352 0.252 10
0.104 2.539 -0.496 10
0.171 2.543 -0.662 10
0.188 2.229 -0.372 10
0.299 1.359 0.449 10
0.544 0.163 1.49 10
0.576 -1.188 2.272 10
0.424 -2.647 2.277 10
0.071 -3.813 1.282 10
0.021 -4.397 0.24 10
-0.049 -4.707 -0.619 10
-0.113 -4.159 -1.582 10
-0.188 -2.519 -2.096 10
-0.54 -0.896 -1.792 10
-1.046 0.554 -1.165 10
-1.39 1.576 -0.091 10
-1.69 1.806 1.132 10
-2.185 0.221 0.752 10
-1.854 -2.498 0.961 10
-1.057 -5.093 1.787 10
-0.486 -6.85 2.729 10
-0.049 -8.561 3.042 10
0.291 -8.558 -0.226 10
-0.392 -5.203 -4.737 10
-2.301 -0.864 3.872 10
-3.424 1.953 13.345 10
-0.53 1.956 9.209 10
2.452 0.89 0.109 10
3.198 -2.249 -8.788 10
2.447 -7.273 -10.02 10
3.013 -7.425 -5.191 10
4.444 -5.976 -1.259 10
4.896 0.077 1.848 10
1.984 4.637 4.826 10
-0.023 4.76 5.481 10
0.038 3.43 2.313 10
0.862 1.837 -1.115 10
1.207 0.188 -1.667 10
1.267 -0.588 0.093 10
1.002 -0.434 1.506 10
0.497 0.953 1.347 10
0.102 2.331 0.29 10
-0.424 2.615 -1.367 10
-1.157 2.845 -1.972 10
-1.697 2.991 -1.369 10
-2.191 3.089 -1.026 10
-2.713 3.168 -0.759 10
-3.148 3.058 -0.14 10
-3.204 2.674 -0.307 10
-2.323 1.915 -0.242 10
-0.876 1.224 0.014 10
0.65 0.869 -0.297 10
1.732 1.153 0.034 10
1.972 1.977 0.806 10
1.792 2.684 0.251 10
1.561 3.019 -0.704 10
1.336 2.829 -0.159 10
0.987 2.934 2.148 10
0.785 3.158 3.545 10
1.249 2.79 3.329 10
2.072 1.753 1.28 10
2.761 0.327 -1.148 10
2.33 -1.333 -2.826 10
1.011 -2.415 -3.879 10
-0.391 -3.01 -2.198 10
-1.205 -3.079 0.83 10
-1.145 -3.573 1.42 10
-0.47 -4.534 -1.169 10
0.042 -5.184 -3.276 10
-0.255 -4.976 -3.56 10
-1.117 -4.582 -4.273 10
-1.608 -3.606 -5.578 10
-2.068 -2.763 -3.762 10
-2.473 -1.961 -2.584 10
-3.183 -1.187 -3.42 10
-3.502 -1.008 -4.526 10
-2.928 -1.037 -5.091 10
-2.014 -1.191 -4.383 10
-0.761 -1.098 -2.833 10
0.34 -0.531 -2.317 10
1.055 0.365 -1.835 10
1.596 1.389 -0.953 10
1.85 2.552 -0.306 10
1.536 3.305 0.378 10
1.029 3.698 1.056 10
0.504 3.846 2.769 10
-0.011 3.763 3.216 10
-1.036 3.498 3.575 10
-1.268 3.123 3.562 10
-1.193 2.853 3.327 10
-0.824 2.749 2.787 10
-0.457 2.56 2.258 10
-0.075 2.606 2.231 10
0.104 2.75 2.146 10
-0.009 3.061 1.922 10
-0.146 3.522 1.799 10
-0.269 4.084 1.878 10
-0.234 4.399 1.957 10
-0.262 4.407 2.037 10
-0.193 3.829 1.842 10
-0.009 2.765 1.597 10
0.301 1.239 1.55 10
0.702 -0.556 1.015 10
0.89 -2.362 0.509 10
0.973 -3.695 -0.11 10
0.531 -4.816 -1.401 10
0.15 -5.688 -2.82 10
-0.26 -6.248 -3.961 10
-0.122 -5.666 -4.487 10
0.079 -3.462 -4.434 10
-0.169 -1.461 -3.612 10
-0.368 -0.393 -1.777 10
-0.357 0.327 0.02 10
-0.192 0.811 1.303 10
0.05 0.807 2.232 10
0.106 -0.057 2.147 10
0.199 -2.395 1.269 10
0.377 -4.793 0.728 10
1.304 -5.572 0.733 10
2.725 -4.394 1.866 10
3.358 -2.903 2.903 10
1.703 -2.432 4.845 10
-1.19 -3.051 7.869 10
-3.786 -4.995 9.823 10
-5.95 -7.573 7.203 10
-7.785 -7.134 2.061 10
-8.067 -5.076 -1.626 10
-5.597 -4.827 -3.196 10
1.418 -3.681 -2.92 10
4.456 -2.726 -0.18 10
5.131 -0.023 2.957 10
4.161 1.616 3.929 10
1.952 3.178 4.225 10
0.059 4.188 4.259 10
-1.066 4.277 3.489 10
-1.149 3.419 2.39 10
-0.69 1.93 1.987 10
-0.155 0.677 1.969 10
0.221 0.256 0.893 10
0.26 0.506 -0.488 10
0.363 1.464 -1.31 10
0.378 2.317 -1.092 10
0.358 3.068 0.291 10
0.046 3.416 1.745 10
0.214 3.618 2.544 10
0.821 3.29 2.376 10
1.601 2.746 1.216 10
2.312 2.247 0.095 10
2.761 1.841 -0.569 10
2.959 1.433 -0.909 10
2.663 1.169 -1.085 10
2.078 0.862 -0.813 10
1.68 0.621 -0.697 10
1.357 0.352 -0.644 10
1.29 0.032 -0.64 10
1.092 0.141 -0.455 10
0.742 0.687 -0.168 10
0.538 1.092 -0.195 10
0.631 1.043 -0.416 10
0.775 0.568 -0.53 10
0.878 0.141 -0.511 10
0.902 -0.131 -0.331 10
0.803 -0.462 -0.143 10
0.611 -0.589 -0.111 10
0.489 -0.607 -0.298 10
0.415 -0.874 -0.665 10
0.399 -1.131 -0.857 10
0.29 -1.156 -1.004 10
0.02 -1.187 -1.171 10
-0.266 -1.154 -1.122 10
-0.73 -1.616 -0.881 10
-1.416 -2.946 -0.698 10
-2.033 -4.315 -1.257 10
-2.166 -4.15 -1.416 10
-1.949 -2.106 -0.585 10
-2.211 -0.629 -0.026 10
-2.705 0.287 -0.455 10
-3.891 0.741 -1.892 10
-5.476 0.865 -2.625 10
-6.549 0.39 -1.509 10
-6.083 -0.389 0.83 10
-4.984 -1.384 1.997 10
-3.727 -2.59 1.056 10
-2.277 -3.753 -1.117 10
-0.161 -4.145 -3.057 10
1.75 -3.532 -3.742 10
2.868 -2.041 -2.42 10
2.478 -0.182 -1.678 10
1.911 0.826 -0.976 10
1.599 1.123 -0.37 10
1.724 1.519 0.761 10
1.801 2.238 1.392 10
1.716 3.022 1.425 10
1.604 4.108 0.86 10
1.297 4.912 0.205 10
0.969 5.059 -0.418 10
0.864 4.906 -0.764 10
0.82 4.321 -0.972 10
0.678 3.897 -1.245 10
0.584 3.309 -1.215 10
0.56 2.944 -1.111 10
0.651 2.391 -1.181 10
0.793 2.16 -1.201 10
0.799 2.073 -1.244 10
0.676 1.866 -1.275 10
0.884 1.412 -0.837 10
1.149 1.288 -0.745 10
1.37 1.133 -0.541 10
