# Accelerometer Data File
# Started @Wed Jul 20 19:49:50 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.099 -0.266 0.253 10
-0.072 -0.213 0.667 10
0.064 -0.089 0.635 10
0.29 -0.062 0.813 10
0.468 0.081 0.731 10
0.387 0.348 0.684 10
0.27 0.667 0.891 10
0.174 1.074 1.543 10
-0.084 1.441 2.492 10
-0.127 1.676 3.338 10
0.014 1.81 4.159 10
0.168 1.939 4.846 10
0.323 1.969 4.922 11
0.515 1.859 4.921 9
0.653 1.742 4.756 10
0.622 1.74 4.143 10
0.551 1.738 3.418 10
0.548 1.616 2.783 10
0.536 1.291 2.1 10
0.603 0.868 1.562 10
0.586 0.514 1.052 10
0.674 0.239 0.542 10
0.693 -0.077 0.229 10
0.64 -0.38 -0.293 10
0.473 -0.635 -0.651 10
0.322 -0.701 -1.051 10
0.178 -0.803 -1.472 10
0.117 -0.895 -1.911 10
0.071 -1.021 -2.289 10
0.029 -1.031 -2.577 10
-0.042 -1.057 -2.879 10
-0.175 -1.124 -2.815 10
-0.279 -1.175 -2.56 10
-0.466 -1.247 -2.416 10
-0.609 -1.277 -2.278 10
-0.677 -1.253 -2.136 10
-0.661 -1.188 -1.94 10
-0.569 -1.155 -1.892 10
-0.573 -1.091 -1.961 10
-0.489 -1.025 -1.998 10
-0.354 -0.966 -1.901 10
-0.267 -0.895 -1.823 10
-0.12 -0.935 -1.796 10
0.038 -0.936 -1.47 10
0.025 -0.765 -1.349 10
-0.037 -0.662 -1.352 10
-0.024 -0.588 -1.216 10
0.012 -0.555 -1.095 10
0.019 -0.447 -0.89 10
0.112 -0.334 -0.37 11
0.265 -0.292 0.174 9
0.272 -0.262 0.502 10
0.237 -0.184 0.787 10
0.265 0.143 0.933 10
0.212 0.638 0.719 10
0.225 1.048 0.931 10
0.186 1.417 1.157 10
0.184 1.732 1.395 10
0.243 1.998 1.626 10
0.064 2.324 2.041 10
-0.062 2.669 2.371 10
-0.177 2.825 2.763 10
-0.245 2.775 2.857 10
-0.186 2.627 2.494 10
0.038 2.321 1.943 10
0.155 2.183 1.171 10
0.355 2.103 0.7 10
0.707 2.031 0.587 10
0.99 1.871 0.313 10
1.037 1.554 0.135 10
0.916 1.218 0.035 10
0.506 0.777 0.213 11
0.326 0.432 0.122 19
0.095 0.078 -0.19 10
-0.086 -0.204 -0.835 10
-0.189 -0.399 -0.751 10
-0.36 -0.489 -0.625 10
-0.401 -0.543 -0.709 10
-0.258 -0.627 -1.026 10
-0.103 -0.857 -1.294 10
-0.023 -0.771 -1.733 10
-0.124 -0.875 -2.051 10
-0.224 -1.072 -2.208 10
-0.322 -1.12 -2.271 10
-0.393 -1.275 -2.217 10
-0.509 -1.423 -2.167 10
-0.622 -1.462 -2.157 10
-0.646 -1.479 -1.985 10
-0.59 -1.409 -1.7 10
-0.453 -1.32 -1.314 10
-0.425 -1.205 -1.088 10
-0.408 -1.145 -0.979 10
-0.307 -1.065 -0.924 10
-0.259 -0.889 -1.065 10
-0.276 -0.68 -1.087 10
-0.378 -0.577 -1.022 10
-0.556 -0.528 -0.825 10
-0.603 -0.466 -0.553 10
-0.526 -0.42 -0.247 10
-0.43 -0.395 -0.033 10
-0.223 -0.476 0.202 10
0.074 -0.609 0.587 10
0.377 -0.592 0.916 10
0.468 -0.541 1.04 10
0.568 -0.47 1.031 10
0.563 -0.164 0.893 10
0.394 0.248 0.657 10
0.105 0.697 0.531 10
-0.077 1.239 0.849 10
-0.069 1.701 1.677 10
0.066 2.005 2.716 10
0.318 2.236 3.608 10
0.51 2.271 4.256 10
0.554 2.207 4.589 10
0.507 2.09 4.337 10
0.543 1.881 3.894 10
0.661 1.813 3.16 10
0.612 1.744 2.327 10
0.516 1.69 1.646 10
0.387 1.676 1.119 10
0.339 1.509 0.731 10
0.314 1.203 0.408 10
0.317 0.875 0.135 10
0.26 0.443 -0.076 10
0.225 -0.014 -0.189 10
0.194 -0.418 -0.446 10
0.105 -0.781 -0.841 10
-0.094 -0.987 -1.42 10
-0.283 -1.147 -1.864 10
-0.444 -1.308 -2.212 10
-0.529 -1.393 -2.344 10
-0.536 -1.383 -2.256 10
-0.439 -1.382 -2.082 10
-0.326 -1.434 -2.09 10
-0.242 -1.557 -2.027 10
-0.218 -1.643 -1.997 10
-0.299 -1.634 -2.021 10
-0.399 -1.556 -2.078 10
-0.411 -1.478 -2.206 10
-0.344 -1.443 -2.209 10
-0.318 -1.324 -2.083 10
-0.26 -1.131 -1.927 10
-0.294 -1.078 -1.725 10
-0.334 -1.04 -1.501 10
-0.326 -0.91 -1.265 10
-0.285 -0.844 -1.0 10
-0.205 -0.846 -0.693 10
-0.132 -0.77 -0.564 10
-0.059 -0.641 -0.628 11
0.015 -0.551 -0.539 9
0.1 -0.419 -0.545 10
0.253 -0.213 -0.508 10
0.314 -0.123 -0.449 10
0.188 -0.059 -0.266 10
0.031 -0.01 0.096 10
-0.057 0.025 0.759 10
-0.172 0.221 1.053 10
-0.224 0.431 1.405 10
-0.158 0.629 1.454 10
-0.022 0.834 1.093 10
-0.08 1.25 1.009 10
-0.149 1.789 1.52 10
-0.109 2.299 2.325 10
0.151 2.604 3.239 10
0.49 2.542 3.803 10
0.742 2.356 3.336 10
0.677 2.448 2.615 10
0.169 2.746 1.302 10
-0.39 2.946 0.197 10
-0.747 2.927 -0.459 10
-0.75 2.832 -0.413 10
-0.477 2.627 0.248 10
-0.119 2.312 1.059 10
0.168 1.831 1.763 10
0.444 1.243 2.38 10
0.624 0.584 2.547 10
0.596 -0.128 2.103 10
0.373 -0.684 1.289 10
0.016 -1.081 0.22 10
-0.372 -1.387 -0.852 11
-0.688 -1.688 -1.836 9
-0.852 -1.872 -2.6 10
-0.922 -1.883 -3.021 10
-0.83 -1.85 -3.288 10
-0.643 -1.734 -3.407 10
-0.338 -1.56 -3.23 10
0.04 -1.456 -2.942 10
0.398 -1.431 -2.587 10
0.522 -1.417 -2.259 10
0.418 -1.327 -2.24 10
0.221 -1.255 -2.068 10
-0.024 -1.155 -1.93 10
-0.186 -1.065 -1.892 10
-0.288 -0.95 -1.634 10
-0.38 -0.846 -1.332 10
-0.462 -0.805 -1.01 10
-0.364 -0.776 -0.616 10
-0.25 -0.707 -0.244 10
-0.242 -0.593 0.021 10
-0.201 -0.517 0.321 10
-0.336 -0.344 0.599 10
-0.345 -0.224 1.116 10
-0.207 -0.236 1.436 10
-0.014 -0.221 1.507 10
0.236 -0.25 1.701 10
0.48 -0.354 1.678 10
0.708 -0.336 1.57 10
0.869 -0.259 1.448 10
0.8 -0.13 1.062 10
0.53 0.098 0.499 10
0.158 0.45 0.302 10
-0.167 0.827 0.591 10
-0.236 1.227 1.256 10
0.045 1.483 2.311 10
0.523 1.559 3.373 10
0.936 1.455 4.061 10
1.187 1.215 4.267 10
1.103 1.093 3.84 10
0.76 1.079 2.965 10
0.21 1.29 1.927 10
-0.284 1.678 0.993 10
-0.445 1.872 0.601 10
-0.177 1.771 0.687 10
0.262 1.516 0.911 10
0.658 1.149 1.139 10
0.937 0.836 0.999 10
0.921 0.485 0.546 10
0.648 0.143 -0.232 10
0.264 -0.189 -0.941 10
-0.089 -0.506 -1.58 10
-0.356 -0.731 -2.008 10
-0.501 -0.83 -2.341 10
-0.589 -0.877 -2.521 10
-0.668 -0.944 -2.639 10
-0.679 -0.996 -2.815 10
-0.585 -1.017 -2.809 10
-0.552 -1.027 -2.787 10
-0.574 -1.019 -2.853 10
-0.595 -1.012 -2.74 10
-0.432 -1.014 -2.449 10
-0.276 -1.008 -2.143 10
-0.206 -1.036 -1.791 10
-0.125 -1.079 -1.448 10
-0.172 -1.109 -1.174 10
-0.138 -1.153 -0.91 10
-0.141 -1.159 -0.707 10
-0.075 -1.206 -0.602 10
-0.007 -1.232 -0.576 10
0.018 -1.29 -0.639 11
0.034 -1.264 -0.808 9
0.082 -1.241 -1.037 10
0.143 -1.221 -1.192 10
0.318 -1.116 -0.9 10
0.364 -0.866 -0.715 10
0.37 -0.814 -0.48 10
0.307 -0.741 -0.165 10
0.225 -0.641 0.075 10
0.133 -0.43 0.343 10
-0.051 -0.043 0.438 10
-0.21 0.383 0.575 10
-0.249 0.914 0.854 10
0.0 1.417 1.173 10
0.335 2.016 1.608 10
0.612 2.754 2.49 10
0.956 3.435 3.439 10
1.36 3.678 4.086 10
1.784 3.491 4.031 10
2.261 3.176 3.628 10
2.5 2.902 2.679 10
2.121 2.517 1.316 10
1.262 2.463 0.323 11
0.386 2.691 -0.329 9
-0.264 2.62 -0.65 10
-0.642 2.418 -0.524 10
-0.647 2.228 0.191 11
-0.401 1.997 0.956 9
-0.077 1.521 1.602 11
0.042 0.904 1.933 9
0.055 0.322 1.679 10
-0.148 -0.235 1.253 10
-0.417 -0.617 0.524 10
-0.694 -0.831 -0.191 10
-0.952 -1.006 -0.818 10
-1.081 -1.293 -1.426 10
-1.059 -1.604 -1.973 10
-1.039 -1.779 -2.241 10
-0.97 -1.894 -2.543 10
-0.787 -1.929 -2.737 10
-0.493 -1.969 -2.825 10
-0.202 -2.013 -2.758 10
0.05 -2.036 -2.68 10
0.088 -1.953 -2.74 10
0.002 -1.887 -2.655 10
-0.058 -1.802 -2.545 10
-0.19 -1.802 -2.506 10
-0.352 -1.829 -2.436 10
-0.524 -1.706 -2.236 10
-0.73 -1.544 -1.96 10
-0.838 -1.364 -1.695 10
-0.814 -1.176 -1.293 10
-0.707 -0.92 -0.965 10
-0.653 -0.664 -0.662 10
-0.657 -0.477 -0.458 10
-0.591 -0.361 -0.145 10
-0.437 -0.212 0.093 10
-0.204 -0.053 0.368 10
0.126 0.132 0.779 10
