# Accelerometer Data File
# Started @Wed Jul 20 19:43:59 CEST 2016
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: 3-axis Accelerometer sensor
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
-0.078 -0.088 0.113 9
-0.122 -0.053 0.119 10
-0.11 -0.022 0.081 10
-0.09 -0.054 0.056 10
-0.055 -0.005 -0.009 10
-0.058 -0.005 -0.043 11
-0.052 -0.022 -0.03 9
-0.056 0.014 -0.027 10
-0.067 0.013 -0.058 10
-0.06 0.029 -0.061 10
-0.089 -0.008 -0.064 10
-0.08 0.001 -0.023 10
-0.072 0.009 -0.029 10
-0.039 0.025 -0.009 10
0.0 0.049 -0.025 10
0.05 0.035 -0.057 10
0.054 0.023 -0.051 10
0.066 0.021 -0.029 10
0.051 0.019 -0.026 10
0.011 0.034 -0.032 10
0.01 0.022 -0.037 10
0.0 0.028 -0.068 10
0.0 0.0 -0.053 10
0.009 0.0 -0.064 10
0.0 -0.034 -0.041 10
-0.008 -0.022 -0.045 10
-0.025 -0.02 -0.032 10
-0.022 -0.026 -0.046 10
-0.072 -0.006 -0.007 10
-0.03 -0.023 0.01 10
-0.044 -0.021 0.009 10
-0.048 -0.018 0.0 10
-0.026 -0.008 -0.008 10
-0.075 0.044 0.052 10
-0.068 0.031 0.004 11
-0.018 -0.006 -0.022 9
-0.025 0.019 -0.028 11
0.011 -0.025 -0.008 10
0.019 -0.005 -0.007 9
-0.008 0.021 0.001 10
0.018 0.044 -0.006 11
0.007 0.048 -0.014 10
0.007 0.009 -0.022 9
0.014 0.0 -0.011 11
0.03 -0.017 -0.001 10
0.044 -0.032 -0.001 10
0.057 -0.046 -0.001 10
0.06 -0.033 -0.001 10
0.08 -0.021 -0.026 10
0.072 -0.002 -0.032 10
0.073 0.006 -0.029 10
0.04 -0.002 -0.035 10
0.027 0.014 -0.031 9
0.0 -0.003 -0.011 10
-0.009 -0.003 -0.018 10
-0.008 -0.011 0.008 10
0.018 0.006 0.008 11
0.068 -0.011 -0.07 9
0.009 0.033 0.048 10
-0.034 0.038 0.061 10
-0.022 0.008 0.003 10
-0.011 -0.018 0.011 10
-0.044 -0.007 0.027 10
-0.057 -0.006 0.033 10
-0.069 0.002 0.004 10
-0.044 0.002 -0.039 10
-0.005 0.001 -0.026 10
-0.005 0.001 0.01 10
-0.004 0.018 0.043 10
0.012 0.042 0.065 10
0.011 0.029 0.058 10
0.01 0.035 0.052 11
0.0 0.006 0.064 9
-0.025 0.014 0.041 11
-0.031 -0.004 0.011 9
-0.019 -0.021 0.018 11
-0.026 -0.036 0.034 10
-0.023 -0.024 0.022 9
-0.038 -0.03 0.028 10
-0.034 -0.018 0.042 10
-0.022 -0.008 0.004 10
-0.02 -0.024 -0.013 11
-0.018 -0.03 -0.003 9
-0.016 -0.044 -0.003 11
0.002 -0.04 0.014 10
0.01 -0.027 0.012 10
0.035 0.018 0.002 10
0.04 0.042 0.019 9
0.045 0.055 0.017 10
